listing_id,company,internship_title,domain,mode,location,country,stipend,stipend_currency,duration_months,required_skills,num_required_skills,bonus_skills,min_cgpa_required,min_year_required,eligible_branches,degree_required,experience_required,ppo_offered,certificate_provided,total_openings,total_applicants,posted_on,apply_by,company_tier,skill_coverage_score,is_relevant
LIST0474,Chargebee,Full Stack Development Intern,Full Stack Development,Hybrid,Pune,India,15685,INR,6,PostgreSQL|GraphQL|React|TypeScript,4,Express.js|Docker,6.0,3,AI & Data Science|Information Technology|Electronics|Computer Science,B.Tech|M.Tech,Fresher,0,1,9,86,2024-10-24,2025-08-01,0,0.4,1
LIST0475,Robinhood,iOS Development Intern,iOS Development,Hybrid,Singapore,Singapore,3923,SGD,2,CocoaPods|REST API|Core Data,3,SwiftUI|Xcode,6.2,1,AI & Data Science|Information Technology|Computer Science|Electronics,MCA|BCA|B.Tech,Fresher,0,1,14,110,2024-11-13,2025-04-15,1,0.3,1
LIST0476,Tiger Analytics,Data Science Intern,Data Science,Remote,Remote,India,32710,INR,6,Matplotlib|Statistics|Excel,3,SciPy|Power BI,7.4,1,AI & Data Science|Computer Engineering,MCA,0-1 year,1,1,11,269,2024-06-24,2025-11-20,0,0.25,0
LIST0477,Sarvam AI,NLP / GenAI Intern,NLP / GenAI,On-site,Bangalore,India,9394,INR,3,RAG|GPT|Transformers|spaCy,4,OpenAI API|LangChain,5.3,3,Information Technology|Electronics|Computer Engineering|AI & Data Science|Computer Science,B.Tech|MCA,0-1 year,1,1,20,1065,2024-12-23,2025-08-23,0,0.36,1
LIST0478,Google,Android Development Intern,Android Development,Remote,Remote,Singapore,3610,SGD,6,Firebase|MVVM|XML|Retrofit|REST API,5,Kotlin|SQLite,5.7,3,Computer Engineering|AI & Data Science,B.E.|B.Tech|MCA,0-1 year,1,1,19,226,2024-07-16,2025-01-21,1,0.5,1
LIST0479,CoinDCX,Blockchain Intern,Blockchain,On-site,Mumbai,India,34176,INR,6,Ethereum|Web3.js|Rust|Truffle|DeFi,5,MetaMask|Smart Contracts,6.6,1,Information Technology|Electronics|AI & Data Science|Computer Science|Computer Engineering,B.E.,Fresher,1,1,16,183,2024-06-23,2025-01-01,0,0.5,1
LIST0480,Snowflake,Data Engineering Intern,Data Engineering,Remote,Remote,Singapore,1523,SGD,3,ETL|dbt|Snowflake,3,SQL|Scala,5.3,1,Electronics|AI & Data Science|Computer Engineering|Computer Science,B.Sc CS|MCA|B.E.,Fresher,0,1,8,163,2024-11-21,2025-09-12,1,0.27,0
LIST0481,Lucideus,Cybersecurity Intern,Cybersecurity,Hybrid,Bangalore,India,10024,INR,2,SIEM|Cryptography|Linux|Networking,4,Python|OWASP,7.1,3,Electronics|Computer Engineering|Computer Science|AI & Data Science,B.E.|B.Tech,Fresher,1,1,9,226,2024-08-26,2025-01-01,0,0.36,0
LIST0482,99Games,Game Development Intern,Game Development,On-site,Delhi,India,8626,INR,1,Game Physics|Blender|Godot|Unity|C++|Shader Programming,6,DirectX|Unreal Engine,6.0,2,Electronics|AI & Data Science|Information Technology|Computer Engineering,M.Tech|B.E.,0-1 year,0,1,6,52,2024-11-16,2025-07-24,0,0.6,1
LIST0483,Google Cloud,Cloud Computing Intern,Cloud Computing,Hybrid,Toronto,Canada,2052,CAD,3,Linux|Terraform|CI/CD|S3|Lambda,5,IAM|Azure,6.1,1,Computer Science|Information Technology|AI & Data Science,M.Tech|MCA|B.E.,Fresher,1,1,17,540,2024-08-23,2025-04-23,1,0.42,1
LIST0484,ARM,Embedded Systems / IoT Intern,Embedded Systems / IoT,Remote,Remote,Singapore,2593,SGD,2,PCB Design|IoT Protocols|C|FreeRTOS|RTOS|Sensors,6,Arduino|Assembly,6.6,1,Computer Science|Computer Engineering|AI & Data Science,B.Sc CS|B.E.|BCA,Fresher,1,1,8,517,2024-11-06,2025-02-01,1,0.55,1
LIST0485,PhonePe,Android Development Intern,Android Development,On-site,Kolkata,India,19457,INR,3,Retrofit|XML|MVVM|Kotlin|Java|Jetpack Compose,6,Firebase|SQLite,7.2,3,Computer Science|Information Technology,BCA|B.Tech|M.Tech,Fresher,1,1,19,195,2024-07-13,2025-03-14,0,0.6,0
LIST0486,Agara Labs,Machine Learning Intern,Machine Learning,Hybrid,Bangalore,India,27552,INR,1,Feature Engineering|XGBoost|Scikit-learn|Python,4,MLflow|PyTorch,5.3,3,Information Technology|Computer Engineering|AI & Data Science|Electronics,M.Tech|B.Tech|MCA,0-1 year,0,1,11,289,2024-08-01,2025-11-01,0,0.4,1
LIST0487,Dunzo,iOS Development Intern,iOS Development,Remote,Remote,India,12334,INR,6,REST API|Core Data|ARKit,3,Swift|Combine,6.7,3,Information Technology|Electronics|Computer Science|AI & Data Science|Computer Engineering,B.Tech|MCA,0-1 year,1,1,20,670,2024-10-09,2025-11-09,0,0.3,1
LIST0488,Palantir,Data Science Intern,Data Science,Hybrid,London,UK,1007,GBP,3,Pandas|Tableau|SciPy|Python|Matplotlib|Excel,6,NumPy|R,5.7,1,Information Technology|Computer Engineering|Electronics|AI & Data Science,MCA,1-2 years,0,1,7,171,2024-06-24,2025-02-24,1,0.5,1
LIST0489,Confluent,Data Engineering Intern,Data Engineering,Hybrid,London,UK,3154,GBP,1,ETL|SQL|Snowflake,3,Python|Airflow,7.0,3,AI & Data Science|Information Technology|Electronics,B.Sc CS|MCA|BCA,0-1 year,0,1,12,716,2024-12-06,2025-06-06,1,0.27,0
LIST0490,Lucideus,Cybersecurity Intern,Cybersecurity,On-site,Kolkata,India,27789,INR,2,Wireshark|Networking|Kali Linux|SIEM,4,Nmap|Burp Suite,6.7,2,AI & Data Science|Computer Science|Computer Engineering|Electronics,B.Tech|B.E.,Fresher,0,1,20,214,2024-09-12,2025-11-22,0,0.36,0
LIST0491,Mu Sigma,Data Science Intern,Data Science,Hybrid,Hyderabad,India,21748,INR,1,Seaborn|SciPy|Matplotlib,3,Statistics|Tableau,6.6,1,Information Technology|Computer Engineering|Electronics|AI & Data Science|Computer Science,MCA|M.Tech|B.Sc CS,1-2 years,0,1,16,502,2024-08-02,2025-05-11,0,0.25,0
LIST0492,AI21 Labs,NLP / GenAI Intern,NLP / GenAI,On-site,London,UK,2681,GBP,1,BERT|spaCy|NLTK,3,Python|LangChain,6.7,1,Computer Engineering|Electronics|Information Technology|Computer Science,MCA|B.E.|BCA,0-1 year,0,1,10,103,2024-09-18,2025-05-20,1,0.27,0
LIST0493,Minda Industries,Embedded Systems / IoT Intern,Embedded Systems / IoT,Remote,Remote,India,33540,INR,3,C|Sensors|IoT Protocols,3,Assembly|FreeRTOS,5.9,1,Information Technology|AI & Data Science,MCA,Fresher,1,1,16,1245,2024-09-03,2025-12-11,0,0.27,0
LIST0494,TAC Security,Cybersecurity Intern,Cybersecurity,Remote,Remote,India,29287,INR,6,Cryptography|Linux|Kali Linux|Wireshark|Networking,5,SIEM|Python,6.7,2,Electronics|Computer Engineering|Computer Science,B.E.,Fresher,1,1,14,105,2024-07-10,2025-10-10,0,0.45,1
LIST0495,Capgemini,Cloud Computing Intern,Cloud Computing,Remote,Remote,India,32097,INR,2,Lambda|IAM|Linux|Terraform,4,Kubernetes|Docker,5.0,2,AI & Data Science|Information Technology|Computer Science|Computer Engineering|Electronics,B.Tech,Fresher,0,1,12,501,2024-08-02,2025-02-22,0,0.33,0
LIST0496,Palantir,Data Science Intern,Data Science,Remote,Remote,Singapore,3958,SGD,3,Excel|R|SciPy|Seaborn,4,Statistics|Power BI,6.8,1,AI & Data Science|Information Technology|Computer Engineering|Computer Science|Electronics,B.Tech|B.E.,0-1 year,1,1,18,536,2024-10-07,2025-03-13,1,0.33,1
LIST0497,DataRobot,Data Science Intern,Data Science,Remote,Remote,Singapore,1261,SGD,3,Tableau|NumPy|Power BI|Statistics,4,Excel|Matplotlib,6.8,3,Information Technology|Computer Engineering|AI & Data Science|Electronics,MCA|B.Tech|M.Tech,Fresher,1,1,4,96,2024-09-18,2025-12-18,1,0.33,1
LIST0498,HashiCorp,DevOps Intern,DevOps,Remote,Remote,Singapore,2684,SGD,2,Jenkins|Bash|Linux|Grafana,4,Git|CI/CD,6.5,3,AI & Data Science|Electronics,BCA|B.Tech,0-1 year,0,1,3,90,2024-12-24,2025-12-19,1,0.36,1
LIST0499,Lucideus,Cybersecurity Intern,Cybersecurity,On-site,Kolkata,India,9928,INR,3,Wireshark|Metasploit|Burp Suite|OWASP|Nmap|Cryptography,6,Networking|SIEM,5.3,3,Computer Science|AI & Data Science|Computer Engineering,M.Tech,Fresher,0,1,1,9,2024-12-23,2025-06-05,0,0.55,1
LIST0500,Myntra,iOS Development Intern,iOS Development,Hybrid,Noida,India,27668,INR,1,Core Data|Firebase|UIKit|ARKit|Combine|SwiftUI,6,Swift|REST API,6.4,3,Electronics|Computer Science,M.Tech|B.Tech|BCA,1-2 years,0,1,13,114,2024-06-12,2025-08-03,0,0.6,1
LIST0501,Wadhwani AI,Machine Learning Intern,Machine Learning,Hybrid,Noida,India,29272,INR,2,TensorFlow|Jupyter|Keras|XGBoost,4,Python|PyTorch,6.5,1,Information Technology|Electronics|AI & Data Science|Computer Science,B.Sc CS,0-1 year,1,1,20,418,2024-12-10,2025-03-10,0,0.4,1
LIST0502,HCL,Cloud Computing Intern,Cloud Computing,On-site,Mumbai,India,19132,INR,1,CI/CD|Kubernetes|Terraform|IAM|CloudFormation,5,Azure|S3,5.6,2,AI & Data Science|Electronics|Computer Engineering,BCA|B.Sc CS,1-2 years,0,1,5,16,2024-11-11,2025-10-08,0,0.42,1
LIST0503,HashiCorp,DevOps Intern,DevOps,Remote,Remote,Singapore,1555,SGD,6,CI/CD|Docker|Terraform|Linux,4,Ansible|Grafana,6.1,1,Information Technology|Electronics,B.E.|BCA,Fresher,0,1,9,92,2024-07-22,2025-05-14,1,0.36,1
LIST0504,Cure.fit,iOS Development Intern,iOS Development,Hybrid,Mumbai,India,10669,INR,6,Core Data|Combine|Swift|Firebase|ARKit,5,SwiftUI|REST API,6.1,3,Information Technology|Electronics|AI & Data Science|Computer Engineering|Computer Science,B.Tech|B.E.,0-1 year,1,1,2,91,2024-06-25,2025-05-08,0,0.5,1
LIST0505,Minda Industries,Embedded Systems / IoT Intern,Embedded Systems / IoT,On-site,Noida,India,16512,INR,1,PCB Design|Arduino|MQTT|IoT Protocols|Raspberry Pi,5,Assembly|C++,7.4,3,Computer Science|Information Technology|Computer Engineering|Electronics|AI & Data Science,B.Sc CS|B.E.,Fresher,0,1,5,146,2024-08-10,2025-11-05,0,0.45,0
LIST0506,Unity Technologies,Game Development Intern,Game Development,Remote,Remote,Singapore,2145,SGD,2,Shader Programming|C++|DirectX,3,Unity|Blender,7.5,1,Information Technology|Electronics|Computer Engineering|Computer Science|AI & Data Science,M.Tech|B.Sc CS,0-1 year,0,1,19,726,2024-08-18,2025-02-14,1,0.3,1
LIST0507,Nykaa,Android Development Intern,Android Development,Hybrid,Ahmedabad,India,23500,INR,6,Retrofit|Firebase|SQLite|XML,4,Jetpack Compose|MVVM,6.8,3,AI & Data Science|Computer Science,MCA|M.Tech|B.Tech,Fresher,0,1,5,26,2024-08-06,2025-01-09,0,0.4,0
LIST0508,Observe.AI,NLP / GenAI Intern,NLP / GenAI,Hybrid,Bangalore,India,34414,INR,1,NLTK|Python|OpenAI API,3,BERT|LangChain,5.2,3,Electronics|Computer Science|Computer Engineering|AI & Data Science,B.Sc CS|BCA,1-2 years,1,1,10,167,2024-10-27,2025-01-22,0,0.27,0
LIST0509,Chargebee,Full Stack Development Intern,Full Stack Development,Remote,Remote,India,19110,INR,1,REST API|TypeScript|Node.js|PostgreSQL|Docker,5,Express.js|Redis,6.4,1,Computer Science|Information Technology|Electronics,B.Tech|B.Sc CS|M.Tech,1-2 years,1,1,5,114,2024-09-18,2025-06-26,0,0.5,1
LIST0510,PagerDuty,DevOps Intern,DevOps,Hybrid,San Francisco,USA,2833,USD,1,Kubernetes|Bash|Prometheus|Jenkins,4,Grafana|CI/CD,6.1,2,Information Technology|Computer Engineering|Electronics,B.Tech,0-1 year,1,1,8,65,2024-09-12,2025-03-18,1,0.36,1
LIST0511,Datadog,DevOps Intern,DevOps,On-site,Seattle,USA,2219,USD,3,Terraform|Kubernetes|Docker|Linux|Prometheus|Git,6,Grafana|CI/CD,7.3,3,AI & Data Science|Computer Science,BCA|MCA,0-1 year,0,1,9,338,2024-08-22,2025-04-08,1,0.55,1
LIST0512,Tiger Analytics,Data Science Intern,Data Science,On-site,Hyderabad,India,11937,INR,2,Excel|Statistics|SciPy,3,NumPy|Matplotlib,7.4,1,Electronics|AI & Data Science|Computer Science|Computer Engineering,MCA|M.Tech,0-1 year,0,1,14,162,2024-07-18,2025-03-26,0,0.25,0
LIST0513,ThoughtWorks,DevOps Intern,DevOps,On-site,Chennai,India,32057,INR,6,Grafana|Terraform|Docker|Ansible,4,Bash|Jenkins,5.1,1,AI & Data Science|Electronics|Computer Engineering|Information Technology,B.Sc CS|MCA,0-1 year,0,1,7,11,2024-11-09,2025-03-02,0,0.36,0
LIST0514,99Games,Game Development Intern,Game Development,On-site,Mumbai,India,9128,INR,1,C#|Unreal Engine|Shader Programming|DirectX,4,Game Physics|Unity,6.1,1,Information Technology|Computer Engineering,B.Sc CS,1-2 years,0,1,6,219,2024-07-20,2025-07-05,0,0.4,1
LIST0515,Retool,Full Stack Development Intern,Full Stack Development,On-site,New York,USA,2475,USD,6,React|Docker|Node.js|Redis|TypeScript,5,REST API|GraphQL,7.3,2,Information Technology|AI & Data Science|Computer Science|Computer Engineering,B.Sc CS|B.E.|M.Tech,1-2 years,1,1,14,453,2024-11-17,2025-08-27,1,0.5,1
LIST0516,Twilio,Full Stack Development Intern,Full Stack Development,Hybrid,Toronto,Canada,1382,CAD,3,Express.js|PostgreSQL|GraphQL|React,4,REST API|Redis,6.1,2,Computer Science|AI & Data Science,B.Sc CS|B.E.|B.Tech,0-1 year,0,1,9,168,2024-09-27,2025-11-24,1,0.4,1
LIST0517,Palantir,Data Science Intern,Data Science,Remote,Remote,Singapore,2637,SGD,1,R|Tableau|Power BI|Matplotlib|Pandas|Statistics,6,SciPy|Python,5.6,3,Computer Engineering|AI & Data Science|Electronics,M.Tech|B.E.|BCA,Fresher,0,1,20,54,2024-08-11,2025-08-18,1,0.5,1
LIST0518,Linear,Full Stack Development Intern,Full Stack Development,On-site,Austin,USA,2412,USD,3,REST API|PostgreSQL|Docker|Node.js,4,MongoDB|TypeScript,6.3,3,Electronics|AI & Data Science|Information Technology,B.Sc CS|M.Tech,1-2 years,1,1,16,245,2024-09-11,2025-08-14,1,0.4,1
LIST0519,Sprinklr,DevOps Intern,DevOps,Hybrid,Kolkata,India,13308,INR,2,Terraform|Docker|Kubernetes|Bash|Jenkins|Ansible,6,Prometheus|Linux,6.8,1,Computer Science|Electronics|AI & Data Science,M.Tech|B.E.,0-1 year,1,1,13,273,2024-06-25,2025-12-09,0,0.55,1
LIST0520,SentinelOne,Cybersecurity Intern,Cybersecurity,Remote,Remote,Singapore,2227,SGD,6,Python|SIEM|Burp Suite|Cryptography,4,Linux|Networking,6.7,3,Computer Engineering|AI & Data Science,BCA|MCA,0-1 year,1,1,9,161,2024-09-07,2025-04-03,1,0.36,1
LIST0521,Nazara Technologies,Game Development Intern,Game Development,On-site,Gurgaon,India,22726,INR,2,Godot|Game Physics|OpenGL,3,DirectX|Shader Programming,6.6,1,Electronics|Computer Engineering|AI & Data Science|Computer Science|Information Technology,BCA,1-2 years,0,1,3,63,2024-11-05,2025-03-07,0,0.3,0
LIST0522,CircleCI,DevOps Intern,DevOps,Hybrid,Toronto,Canada,3410,CAD,1,Terraform|Kubernetes|Grafana|Prometheus|Jenkins|CI/CD,6,Ansible|Docker,5.3,3,Computer Science|Information Technology|Electronics,B.Tech|B.E.|M.Tech,Fresher,0,1,14,49,2024-12-18,2025-05-09,1,0.55,1
LIST0523,Tenable,Cybersecurity Intern,Cybersecurity,Remote,Remote,Singapore,1247,SGD,3,Nmap|Wireshark|Networking|Kali Linux,4,Linux|OWASP,6.7,2,Electronics|Information Technology,B.Sc CS|B.Tech,1-2 years,0,1,1,35,2024-11-03,2025-07-09,1,0.36,1
LIST0524,Lucideus,Cybersecurity Intern,Cybersecurity,Hybrid,Pune,India,34686,INR,1,Kali Linux|Metasploit|Wireshark|OWASP|Networking|Nmap,6,Burp Suite|Cryptography,6.2,2,Electronics|Information Technology,B.E.,Fresher,0,1,18,20,2024-07-26,2025-06-01,0,0.55,1
LIST0525,Zoox,Computer Vision Intern,Computer Vision,Hybrid,Singapore,Singapore,3708,SGD,3,Deep Learning|Python|Keras|YOLO|NumPy|PyTorch,6,MediaPipe|TensorFlow,6.8,2,Computer Science|AI & Data Science|Information Technology|Computer Engineering|Electronics,B.E.|M.Tech|B.Tech,1-2 years,1,1,19,487,2024-11-12,2025-03-14,1,0.6,1
LIST0526,Zynga India,Full Stack Development Intern,Full Stack Development,Hybrid,Delhi,India,26839,INR,3,PostgreSQL|REST API|Express.js|Redis,4,GraphQL|TypeScript,5.9,2,Electronics|AI & Data Science|Information Technology|Computer Engineering,MCA|BCA|M.Tech,1-2 years,1,1,3,35,2024-12-09,2025-07-25,0,0.4,1
LIST0527,Wipro,Cloud Computing Intern,Cloud Computing,Remote,Remote,India,13999,INR,1,Kubernetes|Azure|AWS|Terraform|Lambda|GCP,6,CI/CD|Docker,7.0,2,AI & Data Science|Electronics,B.Sc CS,Fresher,0,1,17,1349,2024-09-22,2025-06-18,0,0.5,0
LIST0528,CircleCI,DevOps Intern,DevOps,Remote,Remote,Singapore,1694,SGD,3,Linux|Kubernetes|Bash|Ansible|Jenkins|Git,6,Docker|Prometheus,5.2,1,Information Technology|Computer Engineering,B.E.,0-1 year,1,1,11,259,2024-08-18,2025-09-03,1,0.55,1
LIST0529,Clevertap,Full Stack Development Intern,Full Stack Development,Remote,Remote,India,10762,INR,6,React|Redis|MongoDB|GraphQL|Express.js,5,Docker|PostgreSQL,5.0,2,Computer Engineering|Information Technology|Electronics,BCA|B.E.|B.Tech,1-2 years,0,1,2,36,2024-11-04,2025-11-25,0,0.5,1
LIST0530,Nordic Semiconductor,Embedded Systems / IoT Intern,Embedded Systems / IoT,Hybrid,Seattle,USA,1885,USD,2,FreeRTOS|RTOS|Arduino|Sensors|Assembly|C++,6,MQTT|Raspberry Pi,6.3,3,AI & Data Science|Electronics|Computer Engineering|Information Technology|Computer Science,B.Sc CS|M.Tech|BCA,Fresher,1,1,16,56,2024-06-18,2025-09-08,1,0.55,1
LIST0531,Microsoft,Machine Learning Intern,Machine Learning,Hybrid,Toronto,Canada,3286,CAD,2,Model Deployment|Jupyter|XGBoost|Keras|Scikit-learn|PyTorch,6,Python|MLflow,7.2,2,Computer Science|Electronics|AI & Data Science,M.Tech,1-2 years,1,1,3,40,2024-10-26,2025-11-09,1,0.6,1
LIST0532,Mu Sigma,Data Science Intern,Data Science,On-site,Delhi,India,13893,INR,2,SciPy|NumPy|Tableau|Pandas|Matplotlib|Seaborn,6,R|SQL,6.1,1,AI & Data Science|Computer Science,B.Sc CS|BCA|B.E.,0-1 year,0,1,11,187,2024-06-28,2025-08-05,0,0.5,1
LIST0533,Vercel,Web Development Intern,Web Development,Remote,Remote,Singapore,1667,SGD,1,Tailwind CSS|TypeScript|React|Flask|REST API,5,Django|HTML,6.4,1,AI & Data Science|Information Technology|Computer Engineering,M.Tech|MCA,0-1 year,1,1,12,85,2024-09-08,2025-07-10,1,0.38,1
LIST0534,Cloudflare,Cloud Computing Intern,Cloud Computing,Hybrid,New York,USA,2210,USD,1,GCP|Linux|IAM,3,CI/CD|S3,6.1,3,Computer Science|Computer Engineering|Information Technology|AI & Data Science,B.Tech|MCA,1-2 years,1,1,9,75,2024-06-28,2025-07-11,1,0.25,0
LIST0535,King,Game Development Intern,Game Development,Remote,Remote,Singapore,1445,SGD,6,Unity|DirectX|OpenGL,3,C++|C#,6.6,2,Information Technology|Electronics|Computer Engineering,MCA,1-2 years,0,1,4,55,2024-08-09,2025-09-04,1,0.3,1
LIST0536,Mphasis,Cloud Computing Intern,Cloud Computing,Hybrid,Noida,India,12217,INR,3,GCP|Docker|Terraform|Lambda,4,CI/CD|AWS,7.3,2,Computer Engineering|Computer Science|Information Technology|AI & Data Science|Electronics,B.Sc CS|B.E.|MCA,Fresher,0,1,14,274,2024-09-07,2025-10-10,0,0.33,0
LIST0537,Zomato,Web Development Intern,Web Development,On-site,Ahmedabad,India,26727,INR,3,Node.js|Bootstrap|Tailwind CSS,3,Angular|Django,5.1,1,Electronics|Computer Engineering|AI & Data Science|Computer Science|Information Technology,B.Sc CS|MCA|B.E.,Fresher,0,1,11,677,2024-06-19,2025-07-05,0,0.23,0
LIST0538,Unity Technologies,Game Development Intern,Game Development,Hybrid,London,UK,3230,GBP,1,DirectX|Godot|C#,3,OpenGL|C++,5.0,3,Electronics|Information Technology|Computer Engineering|AI & Data Science,B.Sc CS|M.Tech|BCA,1-2 years,1,1,20,1087,2024-07-07,2025-07-04,1,0.3,1
LIST0539,Wadhwani AI,Machine Learning Intern,Machine Learning,On-site,Kolkata,India,12928,INR,3,Python|XGBoost|TensorFlow|Keras|Model Deployment,5,Scikit-learn|Jupyter,5.2,3,AI & Data Science|Computer Science|Computer Engineering|Information Technology,B.Sc CS|B.Tech|BCA,0-1 year,0,1,9,157,2024-11-12,2025-01-01,0,0.5,1
LIST0540,HashCash,Blockchain Intern,Blockchain,Hybrid,Chennai,India,34337,INR,6,DeFi|Truffle|Ethereum,3,Rust|Smart Contracts,6.2,3,Information Technology|Computer Science,MCA,1-2 years,1,1,20,94,2024-07-11,2025-03-14,0,0.3,1
LIST0541,Airbyte,Data Engineering Intern,Data Engineering,Remote,Remote,Singapore,3533,SGD,1,BigQuery|Apache Spark|SQL,3,Hadoop|Kafka,7.0,3,AI & Data Science|Computer Science,B.E.|B.Tech|M.Tech,1-2 years,1,1,9,101,2024-07-08,2025-04-22,1,0.27,0
LIST0542,Cure.fit,iOS Development Intern,iOS Development,Hybrid,Kolkata,India,27348,INR,6,REST API|CocoaPods|ARKit,3,Xcode|Combine,5.5,2,Electronics|Information Technology|Computer Science|Computer Engineering,B.E.,0-1 year,1,1,10,464,2024-08-11,2025-02-19,0,0.3,1
LIST0543,King,Game Development Intern,Game Development,On-site,Toronto,Canada,3240,CAD,3,Blender|Shader Programming|OpenGL,3,Unreal Engine|Unity,6.6,3,Computer Engineering|Computer Science|Information Technology|Electronics|AI & Data Science,B.Sc CS|B.E.,0-1 year,0,1,1,8,2024-08-12,2025-11-24,1,0.3,1
LIST0544,Cure.fit,iOS Development Intern,iOS Development,Hybrid,Pune,India,30286,INR,6,ARKit|REST API|Swift|Firebase|Combine|Core Data,6,CocoaPods|Xcode,6.9,1,Information Technology|Computer Science|AI & Data Science,B.Tech|MCA|M.Tech,1-2 years,0,1,9,356,2024-11-19,2025-07-28,0,0.6,0
LIST0545,Zebi,Blockchain Intern,Blockchain,On-site,Gurgaon,India,12705,INR,6,MetaMask|Ethereum|IPFS,3,DeFi|Hardhat,7.1,2,Computer Science|Electronics|Computer Engineering,M.Tech|B.Tech,0-1 year,0,1,7,105,2024-06-03,2025-12-15,0,0.3,0
LIST0546,CERT-In Partner,Cybersecurity Intern,Cybersecurity,Remote,Remote,India,17470,INR,3,SIEM|Burp Suite|Metasploit|Nmap|Linux,5,Cryptography|Wireshark,6.6,3,Information Technology|AI & Data Science|Computer Engineering|Electronics,B.Tech|B.E.,0-1 year,0,1,8,14,2024-07-16,2025-08-28,0,0.45,0
LIST0547,Tenable,Cybersecurity Intern,Cybersecurity,On-site,London,UK,2606,GBP,1,OWASP|Cryptography|Kali Linux|SIEM|Python,5,Wireshark|Linux,7.0,1,Computer Engineering|Information Technology|AI & Data Science|Electronics|Computer Science,B.Tech,0-1 year,0,1,20,871,2024-06-16,2025-09-26,1,0.45,1
LIST0548,Palo Alto Networks,Cybersecurity Intern,Cybersecurity,Hybrid,Toronto,Canada,1137,CAD,1,Nmap|Linux|SIEM,3,Python|Metasploit,5.0,1,Computer Science|AI & Data Science|Information Technology|Computer Engineering,MCA,0-1 year,0,1,8,240,2024-09-04,2025-06-13,1,0.27,0
LIST0549,Anthropic,NLP / GenAI Intern,NLP / GenAI,Remote,Remote,Singapore,1733,SGD,6,Python|BERT|LangChain|Hugging Face,4,RAG|OpenAI API,5.8,1,Computer Engineering|Computer Science|Information Technology,MCA|B.Tech|BCA,0-1 year,1,1,5,19,2024-07-21,2025-11-03,1,0.36,1
LIST0550,Detect Technologies,Computer Vision Intern,Computer Vision,Remote,Remote,India,23533,INR,3,Python|YOLO|PyTorch|Keras|Image Processing|TensorFlow,6,OpenCV|MediaPipe,6.8,3,Computer Engineering|Electronics,MCA|B.E.,1-2 years,0,1,7,145,2024-09-27,2025-01-24,0,0.6,0
LIST0551,Microsoft Azure,Cloud Computing Intern,Cloud Computing,Remote,Remote,Singapore,2159,SGD,3,Azure|Linux|Kubernetes,3,CloudFormation|IAM,5.7,3,Electronics|AI & Data Science|Information Technology|Computer Engineering,B.Tech|BCA|MCA,1-2 years,0,1,3,154,2024-09-17,2025-09-09,1,0.25,0
LIST0552,Nykaa,Android Development Intern,Android Development,On-site,Noida,India,11587,INR,6,Jetpack Compose|Kotlin|SQLite|REST API|MVVM,5,XML|Java,5.7,2,Computer Engineering|Computer Science|Information Technology|AI & Data Science,B.E.|B.Sc CS,Fresher,1,1,2,24,2024-08-08,2025-12-17,0,0.5,1
LIST0553,Riot Games,Game Development Intern,Game Development,Remote,Remote,Singapore,3816,SGD,1,Unity|OpenGL|Game Physics|C#,4,Blender|Unreal Engine,5.7,1,Computer Engineering|Electronics|Information Technology|AI & Data Science|Computer Science,BCA|B.Tech|B.Sc CS,Fresher,0,1,12,623,2024-09-24,2025-06-02,1,0.4,1
LIST0554,Chainlink Labs,Blockchain Intern,Blockchain,On-site,Toronto,Canada,3566,CAD,3,Web3.js|Rust|Smart Contracts|Hardhat|Solidity,5,Truffle|IPFS,6.6,2,AI & Data Science|Electronics|Computer Science|Computer Engineering|Information Technology,MCA|B.Sc CS,Fresher,0,1,10,176,2024-11-24,2025-12-06,1,0.5,1
LIST0555,Samsung R&D,Machine Learning Intern,Machine Learning,Remote,Remote,India,15823,INR,2,Python|XGBoost|Feature Engineering|Model Deployment,4,Keras|Scikit-learn,6.9,3,Electronics|Computer Science|Information Technology|AI & Data Science,BCA|MCA,Fresher,0,1,8,565,2024-09-17,2025-05-13,0,0.4,0
LIST0556,Google Cloud,Cloud Computing Intern,Cloud Computing,Hybrid,Austin,USA,897,USD,3,Docker|CloudFormation|Linux,3,S3|IAM,5.3,2,Computer Engineering|Computer Science,BCA|MCA,1-2 years,0,1,20,124,2024-10-21,2025-05-07,1,0.25,0
LIST0557,Roblox,Game Development Intern,Game Development,Remote,Remote,Singapore,2356,SGD,2,C#|DirectX|C++|OpenGL|Unreal Engine|Blender,6,Unity|Godot,6.5,3,AI & Data Science|Electronics,B.E.|MCA,Fresher,0,1,6,242,2024-10-18,2025-01-10,1,0.6,1
LIST0558,Detect Technologies,Computer Vision Intern,Computer Vision,Remote,Remote,India,33152,INR,6,Keras|OpenCV|PyTorch|YOLO|MediaPipe|NumPy,6,Python|TensorFlow,6.6,3,AI & Data Science|Electronics|Information Technology,B.Sc CS|M.Tech|MCA,Fresher,0,1,17,90,2024-06-13,2025-06-21,0,0.6,0
LIST0559,Bosch India,Embedded Systems / IoT Intern,Embedded Systems / IoT,On-site,Delhi,India,11376,INR,3,C|IoT Protocols|Arduino|Assembly,4,PCB Design|RTOS,6.7,2,Computer Engineering|Computer Science|Information Technology,MCA,Fresher,0,1,2,75,2024-08-25,2025-11-28,0,0.36,0
